key_person,source,value
ddb43052,tsncards,73587
ddb5547f,tsncards,32174
ddb7b83d,tsncards,15074
ddba5e26,tsncards,13187
ddbb5028,tsncards,141961
ddbe17ed,tsncards,165698
ddc06914,tsncards,72354
ddc6af40,tsncards,7437
ddcc9d5f,tsncards,14889
ddcd21c0,tsncards,50256
ddce84bd,tsncards,32778
ddce9169,tsncards,13112
ddcf1b3d,findagrave,20411584
ddd0d754,tsncards,82895
ddd0e17d,tsncards,55526
ddd1f456,tsncards,155124
ddd29155,tsncards,160031
ddd35a38,tsncards,141819
ddd5e86a,tsncards,13633
ddd6448b,tsncards,22606
ddd7c0a7,tsncards,85960
dddead32,findagrave,61310641
dddead32,tsncards,106819
dde123d7,tsncards,116508
dde14e11,tsncards,45009
dde15443,tsncards,23630
dde55788,tsncards,160067
dde6b9ab,tsncards,50567
dde8e148,findagrave,53024793
dde8e148,tsncards,135982
dde8e148,tsncards,145891
ddf0321a,findagrave,74501112
ddf540c0,findagrave,74024612
ddf6c1ac,findagrave,7322486
ddf6c1ac,tsncards,117507
ddf7f6cc,tsncards,32700
ddf8997a,tsncards,17625
ddf93f71,tsncards,21599
ddfcb19a,tsncards,66623
de021446,findagrave,53301362
de021446,tsncards,100203
de09446b,findagrave,134867504
de09446b,tsncards,73139
de0ae592,findagrave,107438834
de0ae592,tsncards,175323
de10e1e3,tsncards,22856
de1d44af,findagrave,213888631
de1f5402,findagrave,213971011
de1f5402,tsncards,165911
de1f5a67,tsncards,23658
de20e83f,findagrave,192584048
de20e83f,tsncards,133022
de293ae2,tsncards,93004
de297edd,tsncards,971
de2a541a,tsncards,119271
de2b37ae,findagrave,38529731
de2b37ae,tsncards,4950
de2c8e70,findagrave,35695139
de2c8e70,tsncards,48205
de2d8388,tsncards,15577
de314c5d,tsncards,2844
de325fdc,tsncards,65784
de337ac3,findagrave,90543915
de337ac3,tsncards,169051
de355a58,findagrave,238352864
de355a58,tsncards,108805
de38232c,tsncards,7035
de3b2af4,tsncards,121806
de3cccd1,tsncards,14196
de3d6bd3,tsncards,139392
de3d6bd3,tsncards,92621
de3f1ad5,tsncards,14407
de3f6732,findagrave,107412153
de430423,findagrave,209081470
de455b04,findagrave,927673
de455b04,tsncards,154524
de500999,tsncards,54640
de501906,tsncards,74341
de5225c9,findagrave,21296423
de5225c9,tsncards,162433
de522caf,tsncards,102946
de5753cd,tsncards,67234
de5fc4fd,tsncards,92446
de614e04,tsncards,180854
de623571,findagrave,278583048
de623571,tsncards,97219
de629d23,findagrave,143827051
de629d23,tsncards,138230
de67fa4c,tsncards,630
de6c7431,tsncards,78235
de6de850,tsncards,149984
de6e319a,tsncards,32808
de759e79,tsncards,110713
de774a23,tsncards,43976
de7950cf,tsncards,10038
de79f2c7,tsncards,139710
de7c86be,tsncards,51702
de7fd4a1,findagrave,206215588
de7fd4a1,tsncards,50131
de815301,findagrave,28879055
de815301,tsncards,72878
de8d7cdd,tsncards,9700
de8ee8a0,tsncards,169227
de8f37d7,tsncards,22
de8fdc2d,tsncards,10234
de9072c3,tsncards,2012
de950f66,tsncards,12882
de997454,tsncards,152166
de9fddb0,tsncards,7265
dea00afd,tsncards,69629
dea18590,tsncards,15112
dea4d564,findagrave,112508807
dea4d564,tsncards,168746
dea523bc,tsncards,98897
dea6ce46,findagrave,74316517
deadacb2,tsncards,115
deb10361,findagrave,87284775
deb46a05,tsncards,12184
deb495df,tsncards,79598
deb9e592,findagrave,39079499
deb9e592,tsncards,153521
debd3236,findagrave,90442801
debdc2e7,tsncards,14371
dec3a735,tsncards,171773
dec43ae2,tsncards,13873
dec97772,tsncards,10178
decc07f9,tsncards,144159
ded2db20,tsncards,127505
ded2db20,tsncards,150645
ded90978,tsncards,22736
dedaee9f,tsncards,116079
dedcdf88,tsncards,54033
dee63c72,findagrave,100867619
dee63c72,tsncards,126595
dee9fe11,tsncards,168694
deed5621,tsncards,30448
deed77f4,tsncards,175878
def2edca,findagrave,275775023
def2edca,tsncards,120479
df001f12,tsncards,13218
df02be64,tsncards,130834
df08e3bf,findagrave,98216729
df08e3bf,tsncards,66956
df0de29b,findagrave,240540331
df0de29b,tsncards,38399
df148955,tsncards,51779
df17ae60,tsncards,66853
df1afbe5,tsncards,80657
df1f6a84,findagrave,12532041
df1f82c1,tsncards,26510
df1f82c1,tsncards,41540
df20286f,tsncards,46049
df25dd81,tsncards,134391
df2a5d56,tsncards,101007
df2c41e7,tsncards,49757
df2e2b28,tsncards,19088
df31b34e,tsncards,14445
df37372e,tsncards,4170
df392dcc,tsncards,98993
df39360c,tsncards,15316
df3de4e4,tsncards,147472
df41df73,tsncards,14055
df41eced,tsncards,16283
df45165b,tsncards,38925
df46c2c5,findagrave,22965872
df46c2c5,tsncards,151141
df4bec19,tsncards,14796
df505f11,tsncards,93029
df50ddb2,findagrave,56352389
df51e44e,tsncards,7849
df530253,findagrave,143618145
df530253,tsncards,59304
df5413f8,findagrave,65628091
df5413f8,tsncards,110128
df54af8b,tsncards,31559
df5a1f70,tsncards,26474
df5b5442,tsncards,181745
df5c165a,tsncards,155710
df5cc605,findagrave,128697716
df5cc605,tsncards,103013
df5fe8f6,tsncards,158890
df60f87b,tsncards,77169
df68e732,tsncards,6235
df6a4e50,findagrave,48486134
df6a4e50,tsncards,50790
df6c8ab9,tsncards,54678
df772ec6,tsncards,31575
df7bb208,findagrave,230115229
df7bb208,tsncards,134759
df7e51ff,tsncards,3796
df7fb2c9,tsncards,47977
df84243c,tsncards,79715
df8a15c0,tsncards,134123
df8d2042,tsncards,149260
df91f0c3,tsncards,58244
df9311a2,tsncards,79179
df940412,tsncards,13907
df9a1dd8,tsncards,140932
dfa00b1b,findagrave,95201152
dfa00b1b,tsncards,16055
dfa00b1b,tsncards,20042
dfa14791,tsncards,12183
dfa57644,tsncards,47443
dfa5f1e2,tsncards,68901
dfa6b1ce,findagrave,7813554
dfa6b1ce,tsncards,109856
dfa8f0b6,tsncards,171768
dfaa0d35,tsncards,58027
dfaa517d,tsncards,25917
dfb7d504,tsncards,111331
dfc1f65d,findagrave,107592541
dfc1f65d,tsncards,181722
dfc30c79,tsncards,73955
dfc501f9,tsncards,14894
dfc6f600,tsncards,10397
dfccd7b5,tsncards,172489
dfd1be89,tsncards,100807
dfd2f429,tsncards,24758
dfd34a0c,findagrave,15494658
dfd34a0c,tsncards,48424
dfd514d5,tsncards,10510
dfd76437,findagrave,73790888
dfd76437,tsncards,99010
dfdb8443,findagrave,154451515
dfdb8443,tsncards,65928
dfeb9af7,tsncards,43802
dfeba1b9,findagrave,278309949
dfeba1b9,tsncards,70461
dff12c4a,findagrave,85088022
dff12c4a,tsncards,118350
dff3d829,tsncards,13247
dff51a5d,tsncards,20309
dff63f2f,tsncards,12754
dff72da8,tsncards,135527
e001e816,tsncards,15754
e002f5e9,tsncards,172270
e007c179,tsncards,24974
e012a5a6,tsncards,48475
e014ba64,tsncards,82272
e017e2cc,tsncards,134148
e0199137,tsncards,123563
e0199fc3,tsncards,92975
e01b7ea4,tsncards,32517
e01fe90e,tsncards,170374
e022730c,tsncards,149623
e022e041,tsncards,38723
e0231523,findagrave,33163716
e0231523,tsncards,13795
e02380c4,tsncards,93346
e024cedf,tsncards,149617
e02972ff,findagrave,28846068
e029eac0,tsncards,131286
e0306e38,tsncards,99635
e03214c2,findagrave,56133295
e03214c2,tsncards,106309
e03214c2,tsncards,110885
e034943a,tsncards,64027
e0382ead,tsncards,129938
e03a9596,tsncards,37151
e03d3f48,tsncards,31584
e03e3aca,tsncards,29879
e0418295,tsncards,100419
e0444fa4,findagrave,135840078
e0444fa4,tsncards,16640
e0462084,findagrave,14235881
e0462084,tsncards,45468
e046e695,tsncards,31748
e04addcf,findagrave,181198190
e04addcf,tsncards,118238
e04c098c,tsncards,71195
e0531156,tsncards,118178
e05549e7,findagrave,81906049
e05549e7,tsncards,143742
e05859bf,tsncards,12166
e05b90ac,tsncards,14112
e05be3cd,tsncards,2084
e05d1737,tsncards,172347
e05d4fd7,findagrave,210207419
e05d4fd7,tsncards,109577
e05d4fd7,tsncards,115418
e05d4fd7,tsncards,125793
e05d64dd,tsncards,65227
e06039dc,tsncards,10149
e06b7b76,findagrave,134995457
e06b7b76,tsncards,5954
e06bc75a,tsncards,6290
e07054cc,tsncards,10989
e0710f13,findagrave,269263079
e0710f13,tsncards,53040
e07245ab,tsncards,11104
e07245ab,tsncards,9716
e075abb3,tsncards,125196
e086f10a,tsncards,49155
e0921770,tsncards,190
e09399bd,tsncards,175210
e096ab1a,tsncards,73
e09ffa15,findagrave,164203883
e09ffa15,tsncards,113781
e0a04552,tsncards,157091
e0a0eb00,tsncards,50635
e0a18ced,findagrave,198082753
e0a18ced,tsncards,120456
e0a6266d,tsncards,142815
e0a82067,tsncards,56653
e0b11611,tsncards,17288
e0b23392,tsncards,11065
e0b6a0e4,tsncards,32763
e0b757a1,findagrave,101250394
e0b757a1,tsncards,89141
e0b7a539,tsncards,103955
e0ba432f,findagrave,30396193
e0ba432f,tsncards,108089
e0be0b23,tsncards,112497
e0be5935,findagrave,228745712
e0be5935,tsncards,58480
e0be7933,findagrave,17848992
e0be7933,tsncards,110989
e0c3c127,findagrave,30608176
e0c3c127,tsncards,146235
e0c5e54e,tsncards,65377
e0c62582,findagrave,206922227
e0c62582,tsncards,92034
e0c6426c,tsncards,127
e0c71a39,tsncards,110967
e0c84416,findagrave,57324766
e0c84416,tsncards,85438
e0c850f1,findagrave,243526453
e0c850f1,tsncards,73405
e0cb27e6,tsncards,196
e0cef5d6,tsncards,73610
e0d10830,findagrave,162796889
e0d10830,tsncards,178161
e0d2a956,tsncards,158910
e0d52307,tsncards,5275
e0daf31d,tsncards,677
e0dd0180,findagrave,77659242
e0dd0180,tsncards,42432
e0dd1d7b,tsncards,2321
e0e0e2a6,tsncards,160621
e0e2790b,tsncards,14458
e0e2d1fc,tsncards,2804
e0e543cb,findagrave,46883296
e0e543cb,tsncards,62129
e0e564a8,findagrave,24226534
e0e564a8,tsncards,33550
e0e61d14,findagrave,196464448
e0e61d14,tsncards,97557
e0e78501,tsncards,32579
e0ec4334,tsncards,28130
e0f88537,tsncards,26122
e0fa7334,findagrave,113033137
e0fa7334,tsncards,26018
e0fed10c,tsncards,79687
e0ffa16b,findagrave,40183027
e0ffa16b,tsncards,132548
e100d9d4,tsncards,32071
e103b702,tsncards,10795
e109a4e1,tsncards,940
e10ab27f,findagrave,198921500
e1101a66,tsncards,46082
e110ed30,tsncards,150734
e1113a81,tsncards,108987
e115eb98,tsncards,126738
e11d5064,tsncards,125526
e11fa77c,tsncards,108619
e12068ed,tsncards,160030
e1279920,tsncards,74841
e127c843,findagrave,61874904
e127c843,tsncards,113897
e12841b9,tsncards,105265
e129e4e0,tsncards,67648
e12aa245,tsncards,15673
e1304388,tsncards,14085
e1328b39,findagrave,7481764
e1328b39,tsncards,67534
e1329315,tsncards,52048
e1340c9b,tsncards,20540
e135a651,tsncards,179903
e14003a0,findagrave,12087231
e14003a0,tsncards,25474
e144d79b,findagrave,194488166
e144d79b,tsncards,79678
e146e019,findagrave,129614377
e146e019,tsncards,151004
e14712a3,tsncards,6204
e158ad4f,findagrave,169188793
e158ad4f,tsncards,130152
e158e3ca,tsncards,73735
e15a9bde,tsncards,9690
e15cfcac,tsncards,28705
e15cfcac,tsncards,43636
e15e02dd,tsncards,113571
e16155de,tsncards,2
e16506ee,tsncards,14240
e16a1561,tsncards,79745
e16fe643,tsncards,178168
e172a945,tsncards,32803
e17328b4,tsncards,160457
e1774181,tsncards,13010
e178332b,tsncards,157549
e178d8a2,tsncards,118839
e1807440,tsncards,71497
e181e6d8,findagrave,93006900
e185fd98,tsncards,12942
e1884e73,tsncards,11180
e18ae6da,findagrave,62480549
e18ae6da,tsncards,114489
e194d5b6,findagrave,56128927
e194d5b6,tsncards,53484
e197672f,tsncards,131568
e19843e6,tsncards,148284
e19843e6,tsncards,148988
e19b9699,tsncards,6631
e1a19d1a,tsncards,111525
e1a46fe1,findagrave,31818925
e1a46fe1,tsncards,65326
e1a7a8ce,tsncards,1333
e1ac7d92,tsncards,165135
e1b022f3,tsncards,65023
e1b0741f,tsncards,6255
e1b0c180,findagrave,186069701
e1b1271c,tsncards,28718
e1b39e21,findagrave,22264631
e1b39e21,tsncards,124163
e1b717b1,tsncards,2652
e1b9ac27,tsncards,104463
e1b9ae13,tsncards,145806
e1c90888,findagrave,89894736
e1c90888,tsncards,87240
e1ca8404,findagrave,114609154
e1ca8404,tsncards,47838
e1cac299,tsncards,26066
e1d232dd,tsncards,4846
e1d40b54,findagrave,127480355
e1d40b54,tsncards,27265
e1d73399,tsncards,14744
e1dcb33d,findagrave,75941740
e1e788be,findagrave,100532669
e1e788be,tsncards,177261
e1eb81e1,tsncards,80376
e1ed3582,tsncards,1054
e1ee9b96,tsncards,45520
e1eee024,findagrave,148419504
e1f00928,findagrave,277211912
e1f00928,tsncards,163187
e1f22f48,tsncards,163162
e1f2e3cf,tsncards,787
e1f359e8,tsncards,5184
e1fa2768,tsncards,15390
e1fa6d5d,tsncards,7715
e201e82c,tsncards,12116
e204d303,tsncards,15094
e2088032,findagrave,254152331
e2088032,tsncards,122196
e208ef9a,tsncards,149718
e20e358a,tsncards,126985
e20f0a21,findagrave,32660430
e20f0a21,tsncards,140202
e2118b69,findagrave,167575809
e212df1f,findagrave,79068921
e212df1f,tsncards,164583
e219a5a7,tsncards,45939
e222e3e9,tsncards,126123
e2284d06,tsncards,166797
e22a4c7a,findagrave,76361545
e22b55c1,tsncards,155477
e22e3119,tsncards,19251
e23138dc,tsncards,66576
e2375194,tsncards,76896
e23d2e5c,findagrave,194403261
e23d2e5c,tsncards,135294
e240ce0f,findagrave,119244699
e240ce0f,tsncards,63850
e24112c5,tsncards,149704
e244301a,tsncards,30030
e24765e1,tsncards,40949
e247a1f9,tsncards,23937
e248527a,tsncards,58342
e249eab7,tsncards,149470
e24a8b12,tsncards,147757
e251a0a0,findagrave,7277815
e251a0a0,tsncards,151111
e2558611,tsncards,151725
e2584ced,tsncards,32679
e25cfda3,findagrave,101707111
e25f5285,findagrave,71741839
e260c8b0,tsncards,112870
e261960a,tsncards,32615
e26246a0,tsncards,155943
e26b129d,tsncards,13884
e26cdf5e,tsncards,60742
e2737399,tsncards,73086
e274adb5,findagrave,139495061
e274adb5,tsncards,54625
e278954d,tsncards,124855
e28d4f36,findagrave,75501292
e28d4f36,tsncards,90152
e28d659b,tsncards,155904
e28d7a25,tsncards,17658
e28f2835,tsncards,149911
e2904317,findagrave,131133123
e2904317,tsncards,75704
e2910ec7,tsncards,22989
e29457d7,tsncards,114892
e295ca15,tsncards,105134
e2970201,tsncards,18849
e298e65e,findagrave,183848983
e298e65e,tsncards,156255
e29b8766,tsncards,54059
e2a02caa,findagrave,134583528
e2a02caa,tsncards,138336
e2a19fe2,tsncards,111664
e2af86d7,tsncards,12874
e2aff373,tsncards,167266
e2b26b5f,tsncards,77001
e2b448bb,findagrave,112711673
e2b8a0ff,tsncards,23050
e2bc5166,tsncards,99478
e2be3b11,tsncards,252
e2c2acd5,tsncards,157543
e2c52615,tsncards,328
e2c5ebeb,tsncards,167040
e2c8ff6f,tsncards,13648
e2cb6519,tsncards,7375
e2ccdb15,findagrave,10212598
e2ccdb15,tsncards,71695
e2cda0d0,tsncards,13922
e2d1822d,tsncards,6820
e2d250a4,tsncards,43687
e2d76139,tsncards,98984
e2d98b23,tsncards,63344
e2dfb06e,tsncards,99924
e2dfd943,findagrave,193418214
e2dfd943,tsncards,92826
e2e21c45,tsncards,60545
e2e2c8b0,tsncards,2086
e2e923ab,findagrave,28895466
e2e923ab,tsncards,129551
e2eeb8f0,tsncards,32660
e2efa942,tsncards,751
e2f00dd2,tsncards,215
e2f2d028,findagrave,37169696
e2fb22b4,tsncards,14780
e2fb3f8f,tsncards,84321
e2fc9d63,findagrave,91568244
e2fc9d63,tsncards,134522
e301c238,tsncards,169550
e3023847,findagrave,144551173
e3023847,tsncards,45763
e30653c9,findagrave,96061211
e30653c9,tsncards,7691
e306d601,findagrave,76307317
e306d601,tsncards,59319
e3076f48,findagrave,154506797
e3076f48,tsncards,88807
e3092940,findagrave,12640505
e3092940,tsncards,26171
e30a4c98,tsncards,30454
e30a4c98,tsncards,32291
e30a4c98,tsncards,70708
e30f2618,tsncards,54809
e30fb0f8,tsncards,129296
e30fff5e,tsncards,126853
e314996f,tsncards,174934
e3177fd7,tsncards,10641
e319e7fb,tsncards,123385
e31d4c62,tsncards,156379
e3232abc,tsncards,14931
e325d7d2,tsncards,22000
e326bb7e,tsncards,141518
e3285966,tsncards,74436
e3310469,tsncards,125892
e3314c73,findagrave,133472973
e331fcdc,tsncards,110382
e336d108,findagrave,30394110
e336d108,tsncards,44621
e336fe0a,findagrave,28670326
e336fe0a,tsncards,2190
e337701a,tsncards,61298
e33a5a13,tsncards,15138
e33c46a2,tsncards,57914
e33d1c05,tsncards,66460
e33eda83,tsncards,147995
e3430667,tsncards,11193
e34d6bc4,tsncards,9673
e3537513,tsncards,15249
e357d970,tsncards,38658
e35813d5,tsncards,67391
e35c3ded,tsncards,17325
e362149c,findagrave,136882271
e363079c,tsncards,3718
e36578d7,tsncards,45
e36d8285,findagrave,96912234
e36d98fe,tsncards,152049
e371a287,findagrave,41234509
e371a287,tsncards,14184
e372c7c9,tsncards,12900
e374e5f3,tsncards,165909
e3750a69,tsncards,71430
e37b61d5,tsncards,174137
e37f2e08,tsncards,157521
e37fcf5c,tsncards,91098
e3826174,tsncards,83110
e3829302,tsncards,118176
e38371aa,tsncards,152623
e3879017,tsncards,84948
e387e3b5,tsncards,139676
e388efa9,tsncards,157211
e38e462e,tsncards,78067
e38f7f7d,tsncards,80069
e39330c1,tsncards,118159
e394848c,tsncards,31600
e395a4bb,findagrave,195879265
e395a4bb,tsncards,65270
e395dda9,tsncards,18671
e3969a90,findagrave,60699076
e39845fc,findagrave,50178043
e39845fc,tsncards,81061
e39c297c,tsncards,6211
e39c7a6e,tsncards,14331
e3a20053,tsncards,84146
e3a84b81,tsncards,103816
e3ab6b13,tsncards,150961
e3b81c3d,findagrave,171203916
e3b81c3d,tsncards,51996
e3b8eef1,tsncards,101979
e3b8eef1,tsncards,104226
e3bdaad2,findagrave,179958443
e3bdaad2,tsncards,100367
e3bf5a11,findagrave,102232822
e3bf5a11,tsncards,96624
e3c09a8e,tsncards,1389
e3c2d398,tsncards,14530
e3c4011f,tsncards,32970
e3c764ad,findagrave,3325894
e3c7687f,tsncards,60144
e3c843fb,tsncards,755
e3c9747f,tsncards,52836
e3d00f9a,tsncards,107917
e3d58581,tsncards,153593
e3d82147,findagrave,68243662
e3db89ad,tsncards,106860
e3e0f0e7,tsncards,10831
e3e1db97,tsncards,49230
e3e45cdb,findagrave,168054900
e3e45cdb,tsncards,83529
e3e73aa1,findagrave,59056018
e3e73aa1,tsncards,103714
e3e73aa1,tsncards,97562
e3e7d2aa,tsncards,105175
e3ebc2ae,tsncards,170429
e3f0635e,tsncards,70027
e3f0741d,tsncards,83612
e3f17cd4,findagrave,226794784
e3f17cd4,tsncards,66192
e3f3acc2,findagrave,221470830
e3f3acc2,tsncards,110048
e3f562b2,tsncards,58299
e3f7595a,findagrave,274960398
e3f7595a,tsncards,156390
e3fa87a8,findagrave,11074745
e3fa87a8,tsncards,55099
e3fa9ca5,findagrave,106329749
e3fc3dbd,tsncards,16291
e3fcc8e9,tsncards,100020
e4015a99,tsncards,74158
e402dc39,tsncards,1553
e40a7287,tsncards,113898
e40c24b8,tsncards,137876
e40c3ecf,findagrave,47573431
e40c8040,findagrave,82065592
e40c8040,tsncards,60159
e40d4fed,tsncards,38654
e40e82a9,tsncards,116145
e418a754,findagrave,29263193
e418a754,tsncards,127024
e41a0fd2,tsncards,23066
e41d09ad,tsncards,15393
e41e2efb,tsncards,80961
e425c523,tsncards,10819
e4274a22,tsncards,20833
e428aae7,tsncards,58351
e42abb70,tsncards,64449
e42abb70,tsncards,66572
e42abb70,tsncards,79257
e42ce741,tsncards,3529
e42efd4a,tsncards,82508
e43299dd,tsncards,66252
e438c6ef,tsncards,39927
e439021a,tsncards,61
e43c5e32,findagrave,36474649
e43c5e32,tsncards,61347
e43f0d34,findagrave,140857308
e4412da0,tsncards,75094
e44624f7,tsncards,14138
e44707cb,tsncards,66475
e4481d65,tsncards,12310
e44b39d5,tsncards,85195
e44db154,tsncards,14708
e44e14be,tsncards,98862
e4512706,tsncards,356
e4579ca0,tsncards,12133
e45ae0a5,tsncards,11930
e461c459,tsncards,162734
e46554ab,tsncards,83721
e469b0b1,findagrave,16750845
e469b0b1,tsncards,67842
e46dc5b3,tsncards,8763
e474aae6,tsncards,181394
e474aae6,tsncards,23651
e4784c7d,tsncards,13100
e482cb23,findagrave,207556587
e4832c03,tsncards,26063
e484fd85,tsncards,455
e48858db,tsncards,106873
e488bd47,tsncards,143981
e489df1f,tsncards,159792
e489df1f,tsncards,176275
e48a7002,tsncards,58326
e48aad6c,tsncards,65104
e48cb394,findagrave,179442493
e48cb394,tsncards,122776
e48e9b9b,findagrave,17438249
e48e9b9b,tsncards,102905
e49e30d4,tsncards,112397
e4a141cd,tsncards,14032
e4aef90c,tsncards,20986
e4b3f0dd,tsncards,118477
e4b73169,findagrave,93924214
e4b73169,tsncards,462
e4b81a60,tsncards,11133
e4bca042,findagrave,113683038
e4bca042,tsncards,44740
e4c7338a,tsncards,181766
e4c79e1c,tsncards,12710
e4cbc9a1,tsncards,41169
e4d127e0,tsncards,10512
e4d1b700,findagrave,201377859
e4d1b700,tsncards,49096
e4d3744c,findagrave,65569937
e4d3744c,tsncards,8718
e4d76ea2,tsncards,143868
e4d827f8,findagrave,132680349
e4d827f8,tsncards,69764
e4da3b85,tsncards,12281
e4e431d0,tsncards,10664
e4e5bba7,findagrave,234138841
e4e5bba7,tsncards,14360
e4e823f6,tsncards,153228
e4ebdb3c,tsncards,10881
e4efc84b,tsncards,149374
e4f0f6ba,tsncards,14050
e4f0f6ba,tsncards,6769
e4f11e2b,findagrave,191227674
e4f11e2b,tsncards,45698
e4f6b61f,tsncards,12890
e4f6c815,tsncards,13344
e4f8cf59,tsncards,127342
e4fac3b1,tsncards,138229
e4fb6960,tsncards,47536
e500f295,tsncards,156261
e503906b,tsncards,12756
e503b001,tsncards,129869
e50a8d6e,tsncards,51286
e50afc1b,tsncards,13317
e50b77ed,tsncards,94864
e50e6655,tsncards,14503
e50ff148,tsncards,79936
e5111c2c,tsncards,163379
e511893e,tsncards,166689
e511f1be,tsncards,69581
e5216473,tsncards,10591
e5233664,tsncards,32483
e524de0e,tsncards,78289
e526ad43,tsncards,51962
e52bc956,findagrave,73340864
e52bc956,tsncards,107858
e52d2b94,tsncards,92303
e52f2c13,tsncards,2476
e52f2c13,tsncards,445
e532f2b0,tsncards,13584
e533bcb7,tsncards,106074
e5344800,findagrave,55054899
e5344800,tsncards,118879
e536b00b,tsncards,74884
e53dc805,tsncards,62640
e53fc1cd,tsncards,133763
e53fe6d4,tsncards,32805
e5420b76,tsncards,26013
e5473370,findagrave,143131522
e5473370,tsncards,57437
e5476ca1,tsncards,97
e547afd2,tsncards,110532
e54ca304,tsncards,164756
e54f2ef6,tsncards,5726
e55093e1,tsncards,131276
e5509eec,tsncards,21700
e5525048,tsncards,93028
e553995b,tsncards,13650
e553d6f2,tsncards,149735
e5567016,findagrave,95873514
e5567016,tsncards,153475
e55aa4bc,tsncards,177612
e55bde70,findagrave,166655393
e55bde70,tsncards,100913
e55e24c7,tsncards,32745
e56255eb,tsncards,6656
e565cdbe,tsncards,6265
e5697a04,tsncards,66436
e5697a04,tsncards,72232
e56c7a0c,tsncards,1360
e56df439,findagrave,206047640
e56df439,tsncards,111252
e5703e02,tsncards,5203
e5793cce,tsncards,12623
e57c0703,tsncards,170380
e57c670b,tsncards,143224
e57f07f1,findagrave,64827177
e57f07f1,tsncards,16304
e5876b05,findagrave,83126155
e58b0991,findagrave,185962773
e58b0991,tsncards,94348
e58b775d,findagrave,166610538
e58c8931,findagrave,218062919
e58ced20,tsncards,121567
e58d891e,tsncards,2212
e591c211,tsncards,149603
e592de40,tsncards,5498
e5950228,tsncards,33078
e5a0eb04,tsncards,181769
e5a1962b,tsncards,37957
e5a38d11,tsncards,172068
e5a80f75,tsncards,59432
e5a91500,findagrave,130626208
e5afe8d9,findagrave,74439549
e5afe8d9,tsncards,157917
e5bc0e91,tsncards,164765
e5bc2a89,tsncards,138871
e5c0dcbd,tsncards,171552
e5cc15b2,tsncards,14135
e5d04b88,tsncards,6870
e5d70879,tsncards,73933
e5d780ce,findagrave,231019265
e5d780ce,tsncards,123333
e5d967de,tsncards,22898
e5d9dfc8,tsncards,11070
e5da7307,findagrave,185328102
e5da7307,tsncards,18214
e5ded71f,findagrave,45803199
e5ded71f,tsncards,6055
e5e19a92,tsncards,11063
e5e25304,tsncards,10150
e5e3a6dd,tsncards,11119
e5e3b6c2,tsncards,58359
e5ea4bc9,findagrave,163909265
e5ea4bc9,tsncards,159600
e5f1f44e,tsncards,10663
e5f31d6c,tsncards,13971
e5f5e45d,tsncards,155945
e5f8c163,findagrave,85884391
e5f8c163,tsncards,64658
e5f96859,tsncards,10712
e5f96859,tsncards,12664
e5faa3b3,findagrave,140339531
e5fb365d,findagrave,79067537
e5fb365d,tsncards,171561
e60757c8,tsncards,32945
e609d3c1,tsncards,90419
e6100279,tsncards,164260
e610ee41,tsncards,13033
e6180e6d,tsncards,14410
e61bad19,tsncards,104421
e61ee649,tsncards,30443
e62422e3,tsncards,12
e6250bbc,tsncards,95648
e6286b1f,findagrave,136457503
e6286b1f,tsncards,44688
e62c54e2,findagrave,74134130
e62c54e2,tsncards,91505
e6310a1b,tsncards,124993
e633faa8,tsncards,8842
e635c80b,tsncards,160741
e63c5ed3,tsncards,13262
e640cd18,tsncards,85434
e64d3983,tsncards,29867
e653f2ac,findagrave,118150773
e653f2ac,tsncards,171232
e65c9a4a,tsncards,145815
e66fa793,tsncards,98943
e6752725,tsncards,138995
e6752725,tsncards,154143
e675d29b,findagrave,136075517
e6772a42,tsncards,14111
e67b6572,tsncards,13420
e67f4889,tsncards,129749
e6844deb,tsncards,173965
e68466a2,tsncards,143766
e684a435,tsncards,7978
e6851ba7,tsncards,71322
e685cba3,tsncards,655
e68ce23f,tsncards,124
e68ecfce,tsncards,357
e6904160,tsncards,97155
e690c53d,tsncards,141793
e6947e0f,tsncards,160160
e6970e09,tsncards,71255
e69b96d8,tsncards,159344
e6a47b3e,findagrave,67178564
e6a47b3e,tsncards,152266
e6a55981,findagrave,136060541
e6a55981,tsncards,6099
e6a63871,tsncards,2755
e6acc500,tsncards,149816
e6adac4b,tsncards,29372
e6aeb4fd,tsncards,88301
e6af0003,tsncards,15769
e6b1c1eb,findagrave,51868136
e6b3c19f,findagrave,115735013
e6b9455d,tsncards,164805
e6bebe1a,tsncards,15485
e6bf2aac,findagrave,204416775
e6bf2aac,tsncards,82168
e6c060dd,tsncards,93688
e6c7c150,tsncards,78315
e6ca2f54,tsncards,68756
e6cc9931,tsncards,72112
e6cc9dc9,tsncards,176501
e6ce11f2,tsncards,32848
e6cfd5d6,findagrave,115686396
e6cff0f2,findagrave,176392223
e6cff0f2,tsncards,176557
e6d0b9de,tsncards,810
e6d2d9e4,tsncards,161589
e6d92ff4,findagrave,22234113
e6d92ff4,tsncards,94594
e6df1156,tsncards,64115
e6df5068,tsncards,22600
e6e72039,findagrave,195294616
e6e72039,tsncards,163752
e6ea6f4e,tsncards,149818
e6eb209e,findagrave,67877219
e6eb209e,tsncards,58768
e6ee407e,findagrave,144573218
e6ee407e,tsncards,78290
e6eeda23,findagrave,30307940
e6eeda23,tsncards,158716
e6efc8e6,tsncards,10081
