key_person,name_last,name_first,name_given,birth_year,birth_month,birth_day,altname_type,altname_lang,altname_last,altname_first,altname_given,altname_matrilineal,altname_nick,altname_date_start,altname_date_end
300dc6be,Torres-Santos,Josue,Josue,1999,4,29,alias,en,Torres,Josue,Josue,,,,
2576b42e,Owsley,Clarence,Clarence Torrie,1883,7,30,alias,en,Torrey,,,,,1904,1904
2576b42e,Owsley,Clarence,Clarence Torrie,1883,7,30,alias,en,Torrie,Clarence,Clarence,,,1902,1902
738356fb,Treadway,Wix,Wix Stootly,1879,11,22,birth,en,Tredway,Wix,Wix Stootly,,,,
e6c54a86,Troy,Bob,Robert Gustave,1888,8,27,legal,en,Treu,Robert,Robert Gustave,,,,
3e4282c6,Jimenez,Romy,Romy,1991,5,14,alias,en,Trinidad,Romy,Romy,,,2009,2010
a7e0d05d,Raymond,Harry,Harry H.,1862,2,20,alias,en,Truman,John,John M.,,,,
c8a88a13,Morla,Carlos,Carlos Enrique,1982,4,15,alias,en,Tussen,Dennis,Dennis,,,,
66e7f5cf,Clemens,Clem,Clement Lambert,1886,11,2,legal,en,Ulatowski,Clemons,Clemons,,,,
661c3c71,Upton,B. J.,Melvin Emanuel,1984,8,21,alias,en,Upton,B. J.,Melvin Emanuel,,,,2014
d23336ac,Asencio,Jairo,Jairo Manuel,1983,5,30,alias,en,Valdez,Luis,Luis Manuel,,,2009,2013
745e3830,Valentino,Quinto,Quinto,1918,8,16,alt-spelling,en,Valentine,Quinto,Quinto,,,,
eac5cdf0,Aquino,Greg,Gregori Emilio,1978,1,11,alias,en,Valera,Gregori,Gregori Aquino,,,,
b4299264,Glass,Ira,Ira Van,1921,11,30,alt-spelling,en,Van Glass,Ira,Ira,,,,
a911589c,Velez,Eugenio,Eugenio,1982,5,16,alias,en,Vancamper,Eugenio,Eugenio,,,,
6c48ad76,Fletcher-Vance,Cobie,Cobie,1997,8,24,alias,en,Vance,Cobie,Cobie Fletcher,,,,
a60d448d,Vukmire,Mike,Mylon,1925,1,2,legal,en,Vann,Mike,Mylon,,,,
ba4bbf0a,Mesa,Wanel,Wanel,1987,1,15,alias,en,Vasquez,Wanel,Wanel,Mesa,,2006,2010
f4b3f4b7,Clemente,Edgard,Edgard Alexis Velazquez,1975,12,15,alias,en,Velasquez,Edgard,Edgard,,,,
32ee09e4,González,Iván,Iván,1996,10,28,alias,en,Vera,Ivan,Ivan,,,,
f65879ea,Vigneux,Sammy,Samuel A.,1872,3,28,birth,en,Vigneux,Arsene,Arsene,,,,
d840c072,Zavaras,Clint,Clinton Wayne,1967,1,4,legal,en,Vincent,Clint,Clinton Wayne,,,,
749881d0,Vogelsong,Elijah,Elijah,,,,alias,en,Vogelsong-Lewis,Elijah,Elijah,,,,
328c72ba,Varney,Joe,Joseph,,,,birth,en,Vovesney,Joseph,Joseph,,,,
02d46c29,Poor,Jap,Jasper Ethan,1875,1,27,alias,en,Wagner,Jap,J. Edwin,,,1906,1911
94a59862,Guyon,Charles,Charles Mayo,1881,6,4,alias,en,Wahoo,Charles,Charles Mayo,,,,
099748f4,Wall,James,James Bluford,1884,2,21,birth,en,Wall,Bluford,Bluford C.,,,,
f9d86f72,Lindquist,Joseph,Joseph,,,,alias,en,Wallace,,,,,1907,1907
fc8cb97f,Waleryanczyk,Ronald,Ronald J.,,,,anglicized,en,Wallace,Ron,Ron,,,,
1cd0f3ba,Klein,Ernesto,Ernesto W.,1930,,,alias,en,Wallerstein,Ernesto,Ernesto,,,,
6e4dd9cd,Walukevich,Edmund,Edmund Leo,1924,12,23,alias,en,Walluk,Edmund,Edmund,,,,
c4fc723e,Keane,Billy,William Joseph,1884,5,19,alias,en,Walsh,,,,,1907,1907
6e595d35,Waldstein,Morton,Morton,1920,5,11,alt-spelling,en,Walstein,Morton,Morton,,,,
7b6a109c,Wanny,Charles,Charles,1913,,,birth,en,Wanagitis,Charles,Charles,,,,
53626d02,Huston,Harry,Harry Emanuel Kress,1883,10,14,alias,en,Ward,Harry,Harry,,,1904,1904
375f77e0,Ware,Al,Albert,1929,11,16,birth,en,Warzycki,Al,Albert,,,,
d291ddca,Paré,Matt,Matthew,1990,11,17,birth,en,Watson,Matt,Matt,,,,2011
aaa12c34,Russell,Addison,Addison Wayne,1994,1,23,birth,en,Watts,Geoffreye,Geoffreye O'Neal Addison Robert,,,,
9eee29b7,Christiansen,David,David Henry,1953,,,legal,en,Weber,David,David Henry Christiansen,,,,
8143fc7a,Wieland,Howard,Howard Robinson,,,,alt-spelling,en,Weiland,Howard,Howard Robinson,,,,
dd19a13d,Weilman,Carl,Carl Edward,1889,11,29,legal,en,Weilenmann,Carl,Carl Edward,,,,
625ab1d6,Winters,Mickey,Milton,1917,10,10,legal,en,Weintraub,Mickey,Milton,,,,
64416070,Wieting,Henry,Henry J.,1916,,,alt-spelling,en,Weiting,Henry,Henry J.,,,,
014d121f,Werts,Johnny,Henry Levi,1898,4,20,alt-spelling,en,Wertz,Johnny,Henry Levi,,,,
c673c006,Joplin,Charlie,Charles West,,,,alias,en,West,Charlie,Charles,,,1914,1914
8678b978,Wisniewski,John,John Michael,1935,10,2,alias,en,West,John,John Michael,,,,
061c98c0,Wesoloski,Tony,Anthony G.,1928,8,15,alias,en,West,Thony,Anthony G.,,,,
82cd462a,Westergard,Jiggs,Verl A.,1921,11,19,alt-spelling,en,Westergaard,Jiggs,Verl A.,,,,
9d9f6dd8,Holmes,Ben,Benjamin Alen,1991,9,12,alias,en,Wetzler,Ben,Benjamin Alen,,,,
7b327669,Whitnell,Edwin,Edwin Artie,1900,1,9,legal,en,Whitnel,Edwin,Edwin Artie,,,,
f60d7078,White,Devon,Devon Markes,1962,12,29,legal,en,Whyte,Devon,Devon Markes,,,,
e612a88e,Wickenhofer,John,John James,1884,1,4,alt-spelling,en,Wickenhoffer,John,John James,,,,
2867dbfc,Wieland,Ah,Alois James,1912,4,20,alt-spelling,en,Wieland,Ah,Aloys J.,,,,
74ae5104,Wier,Joseph,Joseph,1918,,,birth,en,Wierzbowski,Joseph,Joseph,,,,
b8d996f2,West,Sid,Stanley C.,1915,,,alt-spelling,en,Wiest,Sid,Stanley C.,,,,
503f0959,Johnson-Wilcoxson,Jason,Jason,1992,3,15,alias,en,Wilcoxson,Jason,Jason,,,,
b821b851,Wilski,Stephen,Stephen,1916,9,12,birth,en,Wilczynski,Stephen,Stephen,,,,
dfe5314b,Wildenhauer,Milford,Milford D.,1912,,,alt-spelling,en,Wildenauer,Milford,Milford D.,,,,
b43a9806,Wilkins,Glen,Glen Horatio,1879,12,,birth,en,Wilkins,Glen,Horatio Glen,,,,
8dd0388e,Belrose,Eddie,Edsel L.,,,,alias,en,Williams,Edward,Edward Leslie,,,,
79f924ef,Cockrell,Phil,Philip,1895,6,29,legal,en,Williams,Philip,Philip Cockrell,,,,
352d4470,Martin,Bill,William,,,,alias,en,Williams,William,William,,,1914,1914
af675c88,Wilmore,Horlando,Horlando Bienvenido,1963,12,4,alt-spelling,en,Willmore,Horlando,Horlando Bienvenido,,,,
25cd455a,Butkus,Tony,Anton,1909,8,19,alias,en,Wilson,Charlie,Charles,,,,
27e162f8,Scanlan,Ray,Ray,,,,alias,en,Wilson,Raymond,Raymond,,,1909,1909
44ed23b9,Abbott,Fred,Harry Frederick,1874,10,22,birth,en,Winbigler,Fred,Harry Frederick,,,,
dfe9f92d,Duque-Winchester,Pikai,Kahiau Pikaiolena,1996,3,28,alias,en,Winchester,Pikai,Kahiau Pikaiolena,,,,
250c808a,Windzigl,John,John,1919,,,alt-spelling,en,Windzigl,John,John,,,,
d76b57ca,Bannwart,Al,Alexander William,1880,12,25,alias,en,Winn,,,,,1906,1906
f0126221,Warwick,Walter,Walter Philip,1888,3,20,alias,en,Winslow,Walter,Walter Philip,,,,
f5210de0,Wisner,Jack,John Henry,1899,11,5,legal,en,Wisinski,Jack,John Henry,,,,
aad63496,Wisniewski,John,John Joseph,1926,9,27,alt-spelling,en,Wisneski,John,John J.,,,,
f5de7b3b,Wilson,Stephen,Stephen Paul,1937,10,30,birth,en,Wisniewski,Stephen,Stephen Paul,,,,
7dbd2973,Witt,Frank,Frank A.,,,,birth,en,Witkowski,Frank,Frank A.,,,,
a80ae3b1,Witt,Whitey,Lawton Walter,1895,9,28,birth,en,Wittkowski,Ladislaw,Ladislaw Waldemar,,,,
850aad2d,Wyzykowski,Robert,Robert J.,1932,,,alt-spelling,en,Wizykouski,Robert,Robert J.,,,,
b4473d32,Wayne,Edward,Edward J.,1921,10,4,birth,en,Wodarczyk,Edward,Edward J.,,,,
14d16173,Wohllenben,Fred,Frederick H.,,,,alt-spelling,en,Wohleben,Fred,Fred,,,,
6ade315b,Wojtkowiak,Conrad,Conrad,1912,10,25,alt-spelling,en,Woitkowiak,Conrad,Conrad,,,,
f9f70c3f,Wojey,Joseph,Joseph,1918,,,birth,en,Wojciechowski,Joseph,Joseph,,,,
f9f70c3f,Wojey,Joseph,Joseph,1918,,,birth,en,Wojciechowski,Joseph,Joseph,,,,
b6b285a8,Wojey,Pete,Peter Paul,1919,12,1,birth,en,Wojciechowski,Peter,Peter,,,,
cfe049c6,Bush,Roxy,Stanley T.,,,,birth,en,Wojciechowski,Roxy,Stanley T.,,,,
b4de7332,Wojtowicz,Clarence,Clarence E.,1930,9,16,alt-spelling,en,Wotowicz,Charles,Charles,,,,
4d81a364,Woyt,Butch,Boris,1920,9,21,birth,en,Woytowicz,Butch,Boris,,,,
2ecf8436,Wratten,Irve,John Irvin,1882,11,11,alt-spelling,en,Wrattan,Irvin,Irvin,,,,
bbd6bb52,Hsu,Ming Chieh,Ming Chieh,1976,12,1,alias,en,Xu,Ming-Jie,Ming-Jie,,,,
f947a013,Yeager,Charles,Charles H.,1876,11,6,birth,en,Yager,Charles,Charles H.,,,,
52bfd918,Yaklich,Alfred,Alfred Joseph,1930,,,alt-spelling,en,Yalich,Alfred,Alfred L.,,,,
a96dfec1,Keng,Po-Hsuan,Po-Hsuan,1984,10,15,alias,en,Yan,Bo-Xuan,Bo-Xuan,,,,
1bcdc92d,Yan,Ruddy,Ruddy Osvaldo,1982,1,13,alias,en,Yan,Edwin,Edwin Osvaldo,,,,
d2bf2dfb,Yoh,Daikan,Daikan,1987,1,17,alias,en,Yang,Chung-Shou,Chung-Shou,,,2008,2009
d2bf2dfb,Yoh,Daikan,Daikan,1987,1,17,alias,en,Yang,Dai-Kang,Dai-Kang,,,2010,2014
73d837d5,Yelen,Ernest,Ernest A.,1925,,,birth,en,Yelenesics,Ernest,Ernest A.,,,,
10ab9797,Yellen,Robert,Robert,,,,birth,en,Yelenesics,Robert,Robert,,,,
88356008,Yelovic,John,John George,1908,7,13,alt-spelling,en,Yelovich,John,John G.,,,,
a5f93770,York,Dan,Dan W.,1919,,,birth,en,Yorkovitch,Dan,Dan W.,,,,
9a1b0cff,Yourkovich,Joseph,Joseph J.,1917,,,alt-spelling,en,Yurkovich,Joseph,Joseph J.,,,,
1188d69e,Izquierdo,Hank,Enrique Roberto,1931,3,20,alt-spelling,en,Yzquierdo,Enrique,Enrique,,,,
0ebbef65,Dykes,Joe,Joseph J.,1915,3,22,legal,en,Zaikowski,Joseph,Joseph J.,,,,
004b3b87,Zakrzewski,Theodore,Theodore J.,1925,,,alias,en,Zak,Theodore,Theodore,,,,
51a43dc7,Zack,Joseph,Joseph P.,1922,3,8,birth,en,Zaklukiewicz,Joseph,Joseph,,,,
9abbef59,Hutchinson,Ira,Ira Kendall,1910,8,31,alias,en,Zane,Ira,Ira,,,1949,1949
ca182ee9,Zapustas,Joe,Joseph John,1907,7,25,legal,en,Zapustas,Jusapas,Jusapas,,,,
2df7929d,Zachary,Albert,Albert Myron,1914,5,14,alias,en,Zarski,Albert,Albert,,,,
ae2d705a,Zeibig,Leonard,Leonard J.,1930,10,12,birth,en,Zbigniewicz,Leonard,Leonard J.,,,,
aaa8ecab,Ziel,Max,Max George,1892,3,22,birth,en,Zielminski,Max,Max George,,,,
2290a4d2,Zeimer,Gus,Gustave Theodore,1877,12,5,birth,en,Ziemer,Gus,Gustav Theodore,,,,
acb20dea,Zikowitz,Alfred,Alfred J.,1927,1,8,alias,en,Zike,Alfred,Alfred J.,,,,
c2147bc2,Zinzer,Charles,Charles Henry,1876,1,8,birth,en,Zinssar,Charles,Charles Henry,,,,
35fc16e7,Zmijewski,John,John,1927,,,alt-spelling,en,Zmikewski,John,John,,,,
e4773bfa,Zoellers,Joe,Joseph John,1871,8,2,birth,en,Zollers,Joe,Joseph John,,,,
31cae747,Zubik,Frank,Frank J.,1912,6,18,alt-spelling,en,Zubick,Frank,Frank J.,,,,
f7308499,Zimmerman,Heinie,Henry E.,1887,,,alias,en,Zurman,Heinie,Henry E.,,,,
